Database Identifier,Institution,Mother Institution,State,Priority (1-4),"Type (Any Teaching 1, Pure Research 2, Government 3)",Divisions (Official Names separated by commas),"Private 1, Public 0, Mix 2, Unknown 3",COI,Year Founded,Students,Endowment (Millions),Operating Budget (Millions),Policy Different Between Schools? (Yes 1/No 0/Unknown 2),Link to the Policy?,Umbrella Policy
1616,Norfolk State University ,,VA,,1,"College of Liberal Arts; College of Science, Engineering, and Technology; School of Business; School of Education; Ethelyn R. Strong School of Social Work; School of Extended Learning; Graduate School",0,1,1935,6964,,,,http://www.nsu.edu/humanresources/codeofethics.html,
1617,North Carolina A&T State University ,,NC,,,,,,,,,,,,
1618,North Carolina Central University ,,NC,,,,,,,,,,,,
1622,North Carolina State University ,,NC,,,,,,,,,,,,
1619,North Carolina Wesleyan College ,,NC,,,,,,,,,,,,
1621,North Central College ,,IL,,,,,,,,,,,,
1620,North Central University ,,MN,,,,,,,,,,,,
1623,North Dakota State University ,,ND,,,,,,,,,,,,
1624,North Georgia College & State University ,,GA,,,,,,,,,,,,
1625,North Greenville University ,,SC,,,,,,,,,,,,
1626,North Park University ,,IL,,,,,,,,,,,,
1627,Northcentral University ,,AZ,,,,,,,,,,,,
1628,Northeastern Illinois University ,,IL,,,,,,,,,,,,
1629,Northeastern Ohio Universities College of Medicine ,,OH,,,,,,,,,,,,
1630,Northeastern State University ,,OK,,,,,,,,,,,,
1631,Northeastern State University–Broken Arrow ,,OK,,,,,,,,,,,,
1632,Northeastern State University–Muskogee ,,OK,,,,,,,,,,,,
1633,Northeastern University ,,MA,,,,,,,,,,,,
1634,Northern Arizona University ,,AZ,,,,,,,,,,,,
1635,Northern Baptist Theological Seminary ,,IL,,,,,,,,,,,,
1636,Northern Illinois University ,,IL,,,,,,,,,,,,
1637,Northern Kentucky University ,,KY,,,,,,,,,,,,
1638,Northern Michigan University ,,MI,,,,,,,,,,,,
1639,Northern New Mexico College ,,NM,,,,,,,,,,,,
1640,Northern State University ,,SD,,,,,,,,,,,,
1641,Northland College ,,WI,,,,,,,,,,,,
1642,Northwest Christian University ,,OR,,,,,,,,,,,,
1643,Northwest Florida State College ,,FL,,,,,,,,,,,,
1644,Northwest Indian College ,,WA,,,,,,,,,,,,
1645,Northwest Missouri State University ,,MO,,,,,,,,,,,,
1646,Northwest Nazarene University ,,ID,,,,,,,,,,,,
1647,Northwest University ,,WA,,,,,,,,,,,,
1648,Northwestern College ,,MN,,,,,,,,,,,,
1649,Northwestern College ,,IA,,,,,,,,,,,,
1650,Northwestern Health Sciences University ,,MN,,,,,,,,,,,,
1651,Northwestern Oklahoma State University ,,OK,,,,,,,,,,,,
1652,Northwestern State University of Louisiana ,,LA,,,,,,,,,,,,
1653,Northwestern University ,,IL,,,,,,,,,,,,
1654,Northwood University ,,FL/MI/TX,,,,,,,,,,,,
1655,Norwich University ,,VT,,,,,,,,,,,,
1656,Notre Dame College ,,OH,,,,,,,,,,,,
1657,Notre Dame de Namur University ,,CA,,,,,,,,,,,,
1658,Notre Dame Seminary ,,LA,,,,,,,,,,,,
1659,Nova Southeastern University ,,FL,,,,,,,,,,,,
1660,Nyack College ,,NY,,,,,,,,,,,,
2109,NYU Langone Medical Center ,New York University,,1,2,,,,,,,,,,
577,Oak Hills Christian College ,,MN,,1,,1,0,1946,150,,,,,
2080,Oak Ridge National Laboratory ,,,1,3,,,,,,,,,http://www.ornl.gov/ornlhome/research_integrity.shtml,http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&tpl=/ecfrbrowse/Title05/5cfr2635_main_02.tpl
578,Oakland City University ,,IN,,1,,1,1,1885,2350,,,,http://www.oak.edu/careers/openings-policies.php,
579,Oakland University ,,MI,,1,"College of Arts and Sciences, School of Business Administration, School of Education and Human Services, School of Engineering and Computer Science, School of Health Sciences, School of Nursing",0,1,1957,19053,39 million,52 million,,http://www.oakland.edu/upload/docs/General%20Counsel/Forms/CONFLICT%20OF%20INTERESTII%20(CONTRACTING-BUSINESS-ETC).POL.pdf,
580,Oakwood University ,,AL,,1,,1,1,1896,1900,,,,http://www.oakwood.edu/zPublic/human-resources/accordion/Handbooks/Staff-Handbook.pdf,
581,Oberlin College ,,OH,1,1,"College of Arts and Sciences, Conservatory of Music",1,1,1833,"2800 (2200 College of Arts and Sciences, 600 Conservatory of Music)",603.4 million (2010),147.6 million (2008-2009),0,http://www.oberlin.edu/HR/healthcare/download/BusinessConduct.html,
582,Oblate School of Theology ,,TX,,1,,1,0,1903,,,,,,
583,Occidental College ,,CA,1,1,Liberal Arts,1,1,1887,2102,273.8 million (2008-2009),109.3 million (2010),,http://www.oxy.edu/x3004.xml,
584,Oglala Lakota College ,,SD,,1,,1,1,1971,1400,21 million,,,http://www.olc.edu/local_links/policymanual/Section_20-29/Text_Files/20-008.txt,
585,Oglethorpe University ,,GA,,1,,1,0,1835,over 1000,24 million,,,,
586,Ohio Christian University ,,OH,,1,,1,0,1948,1700,,3.8 million,,,
587,Ohio Dominican University ,,OH,,1,,1,,1911,3052,,,,,
588,Ohio Northern University ,,OH,,1,,1,1,1871,3721,112.9 million,,,http://www.onu.edu/files/University_Council_Agenda_08.04.29.pdf,
589,Ohio State University ,Ohio State University System,OH,1,1,"School of Allied Medical Professionals, Austin E. Knowlton School of Architecture, College of Arts and Sciences, Fisher School of Business, College of Dentistry, Continuing Education, College of Education and Human Ecology, College of Engineering, School of Environment and Natural Resources, College of Food, Agricultural, and Environmental Sciences, Graduate School, The John Glenn School of Public Affairs, Michael E. Moritz College of Law, College of Medicine, ",0,1,1870,64077 total (55014 on the Columbus campus),2.023 billion dollars total,3.7 billion (total),,http://www.oaa.osu.edu/assets/files/documents/financialconflictofinterest.pdf,
590,Ohio State University–Lima ,Ohio State University System,OH,1,1,,0,1,1960,1200,,,,http://docs.google.com/viewer?a=v&q=cache:mNATvH0HqNEJ:oaa.osu.edu/assets/files/documents/financialconflictofinterest.pdf+financial+conflict+of+interest&hl=en&gl=us&pid=bl&srcid=ADGEESgaXhCTBOVMXuBnsQemy4MqvUi9kOnj2NPmQrNP4bl0qJW76DEFMLwbDWuaXJNmURmIX3wlp8foRlZfs75zoup3pnbizR6AxtmDpWWaRhlrA7jENurN86gn87Lig1Z68T7HC_48&sig=AHIEtbTJ8A3DI7k9tCQd-bHWLPSavQILJA,http://www.oaa.osu.edu/assets/files/documents/financialconflictofinterest.pdf
591,Ohio State University–Mansfield ,Ohio State University System,OH,1,1,,0,1,1958,1600,,,,,http://www.oaa.osu.edu/assets/files/documents/financialconflictofinterest.pdf
592,Ohio State University–Marion ,Ohio State University System,OH,1,1,,0,1,1957,1920,,,,http://hr.osu.edu/policy/policy130.pdf,http://www.oaa.osu.edu/assets/files/documents/financialconflictofinterest.pdf
593,Ohio State University–Newark ,Ohio State University System,OH,1,1,,0,1,1957,2183,,,,http://docs.google.com/viewer?a=v&q=cache:mNATvH0HqNEJ:oaa.osu.edu/assets/files/documents/financialconflictofinterest.pdf+financial+conflict+of+interest&hl=en&gl=us&pid=bl&srcid=ADGEESgaXhCTBOVMXuBnsQemy4MqvUi9kOnj2NPmQrNP4bl0qJW76DEFMLwbDWuaXJNmURmIX3wlp8foRlZfs75zoup3pnbizR6AxtmDpWWaRhlrA7jENurN86gn87Lig1Z68T7HC_48&sig=AHIEtbTJ8A3DI7k9tCQd-bHWLPSavQILJA,http://www.oaa.osu.edu/assets/files/documents/financialconflictofinterest.pdf
595,Ohio University ,,OH,1,1,"Scripps College of Communication, College of Business, Gladys W. and David H. Patton College of Education and Human Services, Russ College of Engineering and Technology, College of Fine Arts and Kennedy Museum of Arts, School of Recreation and Sports Sciences, Voinovich School of Leadership and Public Affairs, Honors Tutorial College, College of Medicine",0,1,1804,35324,277.2 million,,,http://www.ohio.edu/policy/19-058.html,
596,Ohio University–Eastern Campus,Ohio University System,OH,1,1,,0,1,1957,708,,,,http://www.ohio.edu/policy/19-058.html,
597,Ohio University–Lancaster,Ohio University System,OH,1,1,,0,1,1961,2100,,,,http://www.ohio.edu/policy/19-058.html,
598,Ohio University–Zanesville ,Ohio University System,OH,1,1,,0,1,1946,1900,,,,http://www.ohio.edu/policy/19-058.html,
599,Ohio Valley University ,,WV,1,1,,1,0,1960,512,931 thousand,,,,
594,Ohio Wesleyan University ,,OH,1,1,Liberal Arts,1,1,1842,1850,160 million (2009),,,http://policies.owu.edu/financialIntegrityPolicy.html,
600,Oklahoma Baptist University ,,OK,,1,,1,1 (Article X),1910,1764,93.7 million,47.69 million,,http://www.okbu.edu/academics/faculty_handbook/apndx-a.pdf,
601,Oklahoma Christian University ,,OK,,1,,1,1,1950,2000+,56.7 million,,,http://www.oc.edu/president/campus_briefings/dec_11_2002/conflict_interest.pdf,
602,Oklahoma City University ,,OK,,1,,1,1,1904,3829,71.6 million,,,http://www.okcu.edu/hr/handbook/employment_page/employment_page.htm#conflicts,
603,Oklahoma Panhandle State University ,,OK,,1,,0,,1909,1350+,,,,,
604,Oklahoma State University ,Oklahoma State University System,OK,1,1,"College of Agricultural Sciences and Natural Resources, College of Arts and Sciences, Center for Health Sciences, Center for Veterinary Health Sciences, College of Education, College of Engineering, Architecture, and Technology, College of Human Environmental Sciences, Spears School of Business, Graduate School, Honors College",0,1,1890,23522,239 million,964 million,,,http://docs.google.com/viewer?a=v&q=cache:ysBhd6Ym-TcJ:compliance.vpr.okstate.edu/documents/Conflict_of_Interest.pdf+conflict+of+interest+policy&hl=en&gl=us&pid=bl&srcid=ADGEESjEz_eymXB_aP9FB4K1qEXM03D3j8xPl85hVzQdp-GWkJ5IkhOs6hC2HyZuUYTksNCLcThynaftCIoxDkiF5OY0EVc8KGikrsAVh6V1GBcZTmlk3RU_ERGPLxvi1j_omtNQBZDT&sig=AHIEtbQ6W30fpCsjcPvg14YpagQU9zJ-bQ
605,Oklahoma State University–Center for Health Sciences ,Oklahoma State University System,OK,1,1,,0,1,1972,,,59.8 million,,,http://docs.google.com/viewer?a=v&q=cache:ysBhd6Ym-TcJ:compliance.vpr.okstate.edu/documents/Conflict_of_Interest.pdf+conflict+of+interest+policy&hl=en&gl=us&pid=bl&srcid=ADGEESjEz_eymXB_aP9FB4K1qEXM03D3j8xPl85hVzQdp-GWkJ5IkhOs6hC2HyZuUYTksNCLcThynaftCIoxDkiF5OY0EVc8KGikrsAVh6V1GBcZTmlk3RU_ERGPLxvi1j_omtNQBZDT&sig=AHIEtbQ6W30fpCsjcPvg14YpagQU9zJ-bQ
606,Oklahoma State University–Institute of Technology ,Oklahoma State University System,OK,1,1,,0,1,,,,30.38 million,1,http://www.osuit.edu/campus_community/policies_and_procedures/3-038%20Financial%20Conflict%20of%20Interest.pdf,http://docs.google.com/viewer?a=v&q=cache:ysBhd6Ym-TcJ:compliance.vpr.okstate.edu/documents/Conflict_of_Interest.pdf+conflict+of+interest+policy&hl=en&gl=us&pid=bl&srcid=ADGEESjEz_eymXB_aP9FB4K1qEXM03D3j8xPl85hVzQdp-GWkJ5IkhOs6hC2HyZuUYTksNCLcThynaftCIoxDkiF5OY0EVc8KGikrsAVh6V1GBcZTmlk3RU_ERGPLxvi1j_omtNQBZDT&sig=AHIEtbQ6W30fpCsjcPvg14YpagQU9zJ-bQ
607,Oklahoma State University–Oklahoma City ,Oklahoma State University System,OK,1,1,,0,1,,7647,,27.2 million,,,http://docs.google.com/viewer?a=v&q=cache:ysBhd6Ym-TcJ:compliance.vpr.okstate.edu/documents/Conflict_of_Interest.pdf+conflict+of+interest+policy&hl=en&gl=us&pid=bl&srcid=ADGEESjEz_eymXB_aP9FB4K1qEXM03D3j8xPl85hVzQdp-GWkJ5IkhOs6hC2HyZuUYTksNCLcThynaftCIoxDkiF5OY0EVc8KGikrsAVh6V1GBcZTmlk3RU_ERGPLxvi1j_omtNQBZDT&sig=AHIEtbQ6W30fpCsjcPvg14YpagQU9zJ-bQ
608,Oklahoma State University–Tulsa ,Oklahoma State University System,OK,1,1,,0,1,,,,24.5 million,,,http://docs.google.com/viewer?a=v&q=cache:ysBhd6Ym-TcJ:compliance.vpr.okstate.edu/documents/Conflict_of_Interest.pdf+conflict+of+interest+policy&hl=en&gl=us&pid=bl&srcid=ADGEESjEz_eymXB_aP9FB4K1qEXM03D3j8xPl85hVzQdp-GWkJ5IkhOs6hC2HyZuUYTksNCLcThynaftCIoxDkiF5OY0EVc8KGikrsAVh6V1GBcZTmlk3RU_ERGPLxvi1j_omtNQBZDT&sig=AHIEtbQ6W30fpCsjcPvg14YpagQU9zJ-bQ
609,Oklahoma Wesleyan University ,,OK,,1,,1,0,,900,,,,,
610,Old Dominion University ,,VA,,1,"Arts and Letters, Business and Public Administration, Darden College of Education, Batten College of Engineering and Technology, Health Sciences",0,1,1930,24466,134.5 million,86.9 million,,http://www.google.com/url?sa=t&source=web&cd=1&ved=0CB0QFjAA&url=http%3A%2F%2Fwww.odu.edu%2Fao%2Fpolnproc%2Fpdfs%2F5331_8-22-03New-R1.pdf&rct=j&q=old%20dominion%20conflict%20of%20interest%20policy&ei=wR3jTZmZKMPUgQfo0bCgBg&usg=AFQjCNF5oTL7U2sYgU4QovAMSTK6tghlwA&sig2=fDpDoImgmnYYV4yntzNzxg&cad=rja,
611,Olivet College ,,MI,,1,,1,2,1844,1126,7.1 million,,,,
612,Olivet Nazarene University ,,IL,,1,,1,2,1907,4600,13.6 million,61.8 million,,,
613,Olympic College ,,WA,,1,,0,1,1946,12825,,,,http://www.google.com/url?sa=t&source=web&cd=1&ved=0CBkQFjAA&url=http%3A%2F%2Fwww.olympic.edu%2FNR%2Frdonlyres%2F6CF25F44-2ED1-4AB4-A323-728D21D8B31F%2F0%2FEmployeeHandbook2009.doc&rct=j&q=olympic%20college%20conflict%20of%20interest%20policy&ei=riDjTfj0O4jUgAf29c2vBg&usg=AFQjCNGXxH3RMRhVfAq9sya4_D1A9ZMfCw&sig2=sY4vYcE8AbkhtZqTD-Quiw&cad=rja,
614,Oral Roberts University ,,OK,,1,"College of Business, College of Education, College of Science and Engineering, Anna Vaughn College of Nursing, College of Theology and Ministry, Social Work",1,1,1968,3790,39.8,,,http://www.google.com/url?sa=t&source=web&cd=1&ved=0CB0QFjAA&url=http%3A%2F%2Fwww.tulsaworld.com%2Fwebextra%2Fcontent%2F2008%2Fpdf%2Foruconflict.pdf&rct=j&q=oral%20roberts%20%22conflict%20of%20interest%20policy%22&ei=FiDjTdOZKsSBgAeg45W3Bg&usg=AFQjCNFczPYsD_cAiGMyz3TMi753saaTXA&sig2=RxHBUCeCmxC1FbCsB3vllQ&cad=rja,
615,Oregon Health & Science University ,,OR,,1,"School of Medicine, School of Nursing",0,1,1974,3900,,,,http://www.ohsu.edu/xd/research/about/integrity/coi/,
616,Oregon Institute of Technology ,,OR,,1,,0,1,1947,3927,42.465,,,http://www.google.com/url?sa=t&source=web&cd=1&ved=0CBoQFjAA&url=http%3A%2F%2Fwww.oit.edu%2Flibraries%2Fhr_staff_policies%2Foutside_activities_and_related_compensation_-_oit_23-070.pdf&rct=j&q=oregon%20institute%20of%20technology%20conflict%20of%20interest&ei=Kx3jTZzLOcPbgQeH2-SfBg&usg=AFQjCNFDasPRlNj5dhNfaiZHlLngGKTuwg&sig2=DD5fJO74mUqPBH_WiiXAQA&cad=rja,
617,Oregon State University ,,OR,,1,"College of Agricultural Sciences, College of Education, College of Health and Human Sciences, University Honors College Oregon State University, College of Engineering, College of Veterinary Medicine, College of Oceanic and Atmospheric Sciences, Defense Education College (ROTC), College of Liberal Arts, Graduate School, College of Science, College of Pharmacy, College of Forestry, College of Business",0,1,1868,23761,469.2,,,http://oregonstate.edu/research/ori/coi/conflictofinterest.htm,
618,Otis College of Art & Design ,,CA,,,,,,,,,,,,
619,Ottawa University ,,KS,,,,,,,,,,,,
620,Otterbein College ,,OH,,,,,,,,,,,,
621,Ouachita Baptist University ,,AR,,,,,,,,,,,,
622,Our Lady of Holy Cross College ,,LA,,,,,,,,,,,,
623,Our Lady of the Lake College ,,LA,,1,,1,0,1923,1836,,23 million,,,
624,Our Lady of the Lake University ,,TX,,1,,1,0,1895,2751,30.1 million,,,,
625,Ozark Christian College ,,MO,,1,,1,0,1942,633,,10 million,,,
1661,Pace University ,,NY,,,,,,,,,,,,
1662,Pacific Lutheran University ,,WA,,,,,,,,,,,,
1663,Pacific Northwest College of Art ,,OR,,,,,,,,,,,,
2116,Pacific Northwest National Laboratory ,,,1,2,,,,,,,,,,
1664,Pacific Oaks College ,,CA,,,,,,,,,,,,
1665,Pacific School of Religion ,,CA,,,,,,,,,,,,
1666,Pacific Union College ,,CA,,,,,,,,,,,,
1667,Pacific University ,,OR,,,,,,,,,,,,
1668,Pacifica Graduate Institute ,,CA,,,,,,,,,,,,
1669,Paine College ,,GA,,,,,,,,,,,,
1670,Palm Beach Atlantic University ,,FL,,,,,,,,,,,,
1671,Palm Beach State College ,,FL,,,,,,,,,,,,
1672,Palmer College of Chiropractic ,,IA,,,,,,,,,,,,
1673,Palo Alto University ,,CA,,,,,,,,,,,,
1674,Pardee RAND Graduate School ,,CA,,,,,,,,,,,,
1675,Park University ,,MO,,,,,,,,,,,,
1676,Parker College of Chiropractic ,,TX,,,,,,,,,,,,
1677,Patten College ,,CA,,,,,,,,,,,,
1678,Paul Quinn College ,,TX,,,,,,,,,,,,
1679,Paul Smith's College ,,NY,,,,,,,,,,,,
1680,Peace College ,,NC,,,,,,,,,,,,
1681,Peirce College ,,PA,2,,"Business, Healthcare, Information Technology, Paralegal Studies",1,2,1865,2139,,,,,
1682,Peninsula College ,,WA,,,,,,,,,,,,
1683,Pennsylvania College of Art & Design ,,PA,3,,"Foundation, Graphic Design, Fine Arts, Illustration, Photography, Liberal Arts",1,2,1982,282,,,,,
1684,Pennsylvania College of Technology ,,PA,3,,"Business and Computer Technologies, Construction and Design Technologies, Health Sciences, Hospitality, Industrial and Engineering Technologies, Integrated Studies, Natural Resources Management, Transportation Technology",0,2,1989,6290,,,,,
1685,Pennsylvania State University ,,PA,2,,n/a,0,1,1855,95833,1520 (system wide),,0,http://www.research.psu.edu/orp/coi/individual-coi,yes
1685,Pennsylvania State University–Abington ,,PA,2,,"Division of Arts and Humanities, Division of Science and Engineering, Division of Social Sciences",0,1,1950,3423,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,Pennsylvania State University–Altoona ,,PA,2,,"Arts and Humanities; Business and Engineering; Education Human Development, and Social Sciences; Mathematics and Natural Sciences",0,1,1938,4128,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,Pennsylvania State University–Beaver ,,PA,2,,,0,1,1965,906,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,Pennsylvania State University–Berks ,,PA,2,,"Division of Engineering and, Business, and Computing; Division of Humanities, Arts, and Social Sciences; Division of Science",0,1,1958,2701,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,Pennsylvania State University–Brandywine ,,PA,2,,,0,1,1967,1603,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,Pennsylvania State University–Dickinson School of Law ,,PA,2,,,0,1,1834,638,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,Pennsylvania State University–DuBois ,,PA,2,,"Business; Earth Sciences; General Engineering; Human Development and Family Studies; Information Sciences and Technology; Letters, Arts, and Sciences; Organizational Leadership",0,1,1935,919,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,"Pennsylvania State University–Erie, The Behrend College ",,PA,2,,"School of Business, School of Engineering, School of Humanities and Social Sciences, School of Science",0,1,1948,"4056 undergrad, 107 grad",1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,"Pennsylvania State University–Fayette, The Eberly Campus ",,PA,2,,,0,1,1965,1037,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
1685,Pennsylvania State University–Great Valley School of Graduate Professional Studies ,,PA,2,,"Education, Engineering, Information Science, Management and Business",0,1,1963,1350,1520 (system wide),,,http://www.research.psu.edu/orp/coi/individual-coi,
